,review,predictedvalue
881,"
            Gorgeous in rose quartz! Excited to wear for my wedding day. Sleek, modern, feminine. A subtle statement.
        ",1.0
882,"
            Oh my gosh, these are even more stunning in real life! I absolutely love them! Thank you!

        ",1.0
883,"
            These are amazing earrings! Mine are even better looking than the photo! The quality of craftsmanship is excellent, and the style looks great on the ears! These are my favorite jewelry purchase ever, from anywhere, aside from my wedding ring ;)
        ",1.0
884,"
            These are so cute! I love them. They are well made and I received compliments :)
        ",1.0
885,"
            Just beautiful. I get so many compliments in these! 
        ",1.0
886,"
            Such quick shipping! Love I get to wear such cool earrings on my very sensitive ears! They are soooo well made!
        ",1.0
887,"
            Beautiful and versatile. Perfect for a quick change of look from day to evening! They arrived promptly and beautifully packaged. 
        ",1.0
888,"
            Not an earring you see everyday! Love them!! Can't believe how fast they arrived in the mail. Thanks
        ",1.0
889,"
            Exceptional! Pretty amazing design and quality. And perfectly fine communication with designer/seller :)
        ",1.0
890,"
            Great people to work with. My earrings were not quite what I wanted and item was refunded quickly and courteously. Buy with confidence, great service
        ",1.0
891,"
            Petites boucles tr�s jolies, rapidement re�ues, semblent assez solides. Les couleurs vont bien ensemble. 
Elles sont envoy�es avec un petit �crin en tissu transparent/nacr�e, ce qui est appr�ciable.
        ",0.0
892,"
            Tr�s jolies boucles d'oreilles! Merci beaucoup!
        ",1.0
893,"
            Seller is very responsive and offers great advice! I requested an oxidized ""black"" finish on these ear jackets, and the seller talked me through her process and gave me tips for how to polish, lighten the black, clean/care for the earrings, and more. Very impressive and kind of her! And of course the final product came out lovely with the darker finish instead of a polished silver color, they are less flashy but in a very elegant way that stands out without being obvious, so I love it. Wonderful transaction all the way, thank you so much! I chose the DHL shipping and it was lightning fast, mostly I was shocked/happy with how quickly the seller was able to create the pieces and get them to the carrier--that is service at a high level. As such I can say, buy with confidence! You will not be disappointed.
        ",1.0
894,"
            Absolutely gorgeous! These are some of the most strikingly beautiful earrings I've ever owned. They arrived in a very unique way too. Great communication with the seller as well. Quickly delivered.
        ",1.0
895,"
            Always a pleasure to purchase from this seller! I love the earrings and I always get many compliments. The earrings are excellent quality well made and unique. The packaging includes an earring cleaner and tarnish preventing square.
        ",1.0
896,"
            Beautiful earring.  Very friendly and helpful seller.  Rapid shipping from overseas.  Will buy again.  Thanks
        ",1.0
897,"
            Love my climber earrings in both gold and silver!  Delicate, but the hammered effects really refract and throw the light beautifully!
Fast shipping, too.  Thank you.  Highly recommended.
        ",1.0
898,"
            On the good side. They were an absolutely adorable design! Came in a great package. Very thoughtful touches! 
Sadly, even though these are titled as being precious metal, sterling/14k (which I have worn my entire life, with no issue) in the description. They immediately irritated my ears, like lesser quality metals, always have. I tried to give them a chance, but my ears ended up so irritated, they became too painful to wear. After a few more attempts, I had to throw them away, and bought a sterling silver pair from another vendor, and have not had issues. 
Great little earrings! Just make sure you don't need proper precious metal, and you will love them!!
        ",1.0
899,"
            I have super sensitive ears/skin. I haven�t been able to wear jewelry for years. I can wear these without issue. I�m so happy!!
Great quality earrings. They are very unique. I love them!
        ",1.0
900,"
            Le cadeau a beaucoup plu
        ",1.0
901,"
            tr�s jolies boucles, elles sont arriv�es tr�s vite merci beaucoup !
        ",1.0
902,"
            Tr�s jolies boucles d�oreilles. Elles sont originales.
        ",1.0
903,"
            Fan de liberty, j�adore ces boucles d�oreilles. Elles sont tr�s belles
        ",1.0
904,"
            My favorite part about these earrings is how easy they are to just slide on! And I�m never worried about losing one because they really stay put, even without a back. Plus they look AWESOME!
        ",1.0
905,"
            These earring look just as pictured, they are good quality and they arrived on time. My only slight critique, is that they fit a little tight. But I think I can adjust that myself easily! So all in all good!
        ",1.0
906,"
            These don't hurt my ears at all! I have SUPER sensitive skin - and almost every pair of earrings I own start to irritate my skin within about an hour. These don't at all! 

They even come labeled for which one is for which ear, which trust me, I needed! ;) 

Thanks for creating amazing earrings. I'm a customer for life!
        ",1.0
907,"
            Discr�tes et adorables. Je vais pouvoir les pr�ter � ma fille ! 
        ",1.0
908,"
            Achet�es pour ma fille. Parfaites pour les premi�res boucles pendantes d'une petite princesse  ! 
        ",0.0
909,"
            Boucles pendantes tr�s sympas. Un peu longues pour moi mais faciles � raccourcir.
        ",0.0
910,"
            J'ai re�u des papillons roses au lieu des transparents, que je trouve tr�s ""cheap"". Mais ma fille les adore... Le malheur des uns fait le bonheur des autres...
        ",1.0
911,"
            Beautiful! A little bigger than expected but it still fits my small ears. Love them! Exactly what I wanted!
        ",1.0
912,"
            I have 7 piercings, however, I haven't worn earrings in a while because I lost 2 pairs of diamond earrings that my husband had gifted me a few years ago. They were studs with screw backs, however, the screw backs would loosen! Needless to say, that's how I lost my earrings. I decided to go ahead and purchase these earrings because I didn't want my holes to close up. The earrings are incredibly beautiful! I'll be honest and say that I have PTSD, so I constantly check on my earrings. However, I'm glad to say that they've been secured tightly and intact so far! I definitely see myself making future purchases for my loved ones (or for myself!)
        ",1.0
913,"
            I love these earrings!!! I don't know why simulated diamonds get a bad rap. These earrings sparkle and shine like my natural ones. I'm SOLD!
        ",1.0
914,"
            Absolutely stunning earrings and the shop is easy to deal with. It�s my second pair - different sizes - and they are my favourite every day sparkles!
        ",1.0
915,"
            Love, Love, Love them.  I love color and jewelry, so to get two things I love in one piece of jewelry, is a win, win in my book.  Very satisfied, Thanks Jess jewelry dreams.
        ",1.0
916,"
            Absolutely gorgeous earrings.. amazing quality. Lovely colours so so beautiful! Can�t fault at all. Would deffo buy again
        ",1.0
917,"
            I contacted the seller on this because after I purchased, I noticed they weren't on the site anymore. I panicked because they are AMAZING - and I definitely plan on purchasing again as gifts. They are so special. Really tiny and delicate - and just so pretty. LOVE LOVE LOVE.
        ",1.0
918,"
            Every thing was amazing the earrings are beautiful! Customer service took a little while for the seller to reply,  it other then that would definitely do but from them again!
        ",1.0
919,"
            I bought these for 9 yr old daughter and she absolutely loves them! She loves how they look like she has a second piercing and how they twinkle on her ears. I�m a huge fan as well, absolutely adorable on her :) this is her first pair of ear climbers and now not her last. Well made and exactly as described.
Thank you!
        ",1.0
920,"
            Both pairs I bought are super pretty and petite and the perfect size. Would buy again from this shop, there's a lot of gorgeous pieces!
        ",1.0
921,"
            Seller is super awesome and answered my questions really fast! These earrings  look great even with my slightly stretched ears. Love them!
        ",1.0
922,"
            Love these, so elegant and exactly how they looked online!
        ",1.0
923,"
            WOW! I love it! This is the first ear climber I've ever had and I was worried about the fit- This came in and I popped it on so easily. It feels very secure without pinching me and I can't even tell I'm wearing it. I also got the dark pearls with gold drips and am equally impressed with those. The seller was very forthcoming about how the shipping ended up being delayed due to world events, and I never felt worried about it.
        ",1.0
924,"
            This earring is so cool! I love it. The quality and craftspersonship is wonderful. They packaged it with great care for shipping. Included a cleaning cloth and how to care card. The jewelry box it came in is lovely, unique looking and perfect size for storage to keep it safe from being bent. I will definitely order from Mariejune again.
        ",1.0
925,"
            These are so beautiful and look amazing on! Such beautiful packaging. Didn�t get here in time for my birthday but that was likely due to the USPS. Will be getting the matching ring soon!
        ",1.0
926,"
            These ear crawlers are absolutely gorgeous and such amazing quality. I can�t stop staring at them. They also make you look so chic! Totally worth the wait!
        ",1.0
927,"
            Added to my HarshandSweet collection with these - perfect for distracting people from my lockdown hair.  The iridescent colours are lovely, they're great quality and arrived quickly.
        ",1.0
928,"
            I love these earrings! They fit perfectly and never slip. I just slip them in and go. The color and size are exactly what I had hoped for
        ",1.0
929,"
            Love them! Small but perfectly formed and the colours are lovely.
        ",1.0
930,"
            I ordered these for my bridesmaids and they were a huge hit. They were the perfect mix of delicate and bold. Lucy was easy to work with as she accommodated some changes I wanted and my tight deadline.  
        ",1.0
931,"
            The perfect addition to my jewelry collection! So perfect to add a little extra for a date night or even to work.
        ",1.0
932,"
            These earrings are delicate and perfect for my daughter's wedding. They arrived before the date promised, and I was contacted via email when it shipped. The direct communication with the seller was really appreciated, and she responded immediately to any questions I had. I will definitely purchase from this seller again!
        ",1.0
933,"
            They are sooo pretty and sparkling and exceeded my expectations. Haven�t worn them yet but they look solid so I�m hoping they will hold up. They were bubble wrapped individually so they were secure during shipping. 
I got 1 gold pair and 5 silver pairs for my bridesmaids and 1 silver pair for me so we can all match for the wedding!!
        ",1.0
934,"
            Really pretty and looks so good with my studs.  Thank you!
        ",1.0
935,"
            Nice green color, blends well with emeralds I already have
        ",1.0
936,"
            I got these earrings for my wedding day. I tried them out during my bachelorette and found them very uncomfortable, but realized it was because had tightened the little knob on top too tight. I wore them for my wedding day, from 11AM to 12AM, and let me say I didn�t even feel them (I tightened the knob the right amount that time). Everyone loved them so much! They are beyond gorgeous and so edgy. I got the pair so my mom and I could each wear one. I�ve kept on using them for outings and everyone is always complimenting me on them! Arrived within a couple of weeks, which is a plus! Love them!
        ",1.0
937,"
            The seller was very prompt at shipping. Let me tell you the ear cuffs are gorgeous and I would definitely recommend this shop for anyone. I was very skeptical as to how a simple lobe clip will hold entire cuffs weight onto ear. I had lot of problems keeping ear cuffs in position. These cuffs are light in weight and clip on lobe holds everything in place. Love it
        ",1.0
938,"
            Absolutely stunning, I'm obsessed!! It was worth every penny. I love the screw mechanism that holds the crawler on my ear, I usually have issues with ear crawlers staying put but that's not at all an issue with these. I will definitely be buying from this shop again.
        ",1.0
939,"
            Lovely earrings. I can't wait to gift these to my bridesmaids. 
        ",1.0
940,"
            I ADORE the white topaz ear pins! I bought a pair instead of just the one. I wore them out to dinner last night and I was stopped by several people and asked about them. I have my ears pierced 15 times, so ear cuffs and crawlers dont really work for me. I will definitely be ordering some more similar items from this shop. Beautiful!
        ",1.0
941,"
            Love it even though it's a bit big but that's because I have super small ears. Love this edgie sweet ellegent adornment. Will buy more. Thanx
        ",1.0
942,"
            These are as beautiful as I had hoped and I loved, loved, loved the personalized card!  I wish you a wonderful 2017 and thank you so much for these wonderful earrings.
        ",1.0
943,"
            These are gorgeous!  Arrived on time and beautifully packaged.  Thanks so much - MMR
        ",1.0
944,"
            I love them!!!
        ",1.0
945,"
            very nice earrings!!!
        ",1.0
946,"
            Very quick shipping. 
The earrings are so pretty and I have been getting so many compliments on them. My Mom loved them so much that she asked me to order a pair for her, which I did right on the spot, last night :) So I've ordered 2 pairs in less than a week and plan to order some more items soon!
        ",1.0
947,"
            I love ear cuffs and bling, haha. This ear cuff fits perfectly and it�s a great size for my ear, it�s very comfortable. I like that you can buy only one side because I like wearing mine on the left and I always feel like the right earring goes to waste when I buy them so major plus!! Looking out for you to make them in yellow gold!! Thank you!!
        ",1.0
948,"
            Don�t mind my red ear but, Super cute! Comfy. Hangs off sometimes but it�s not a problem. Comes with rubber backing to make it comfortable. Shipped fine.
        ",1.0
949,"
            Really love these. Smaller in length than pictured but they are so cute! Will buy more!
        ",1.0
950,"
            These are absolutely beautiful! I got the rose quartz ear climbers and they arrived in 2 weeks. For international shipping, I though that was great. I bought them for my wedding but I'm wearing them everyday now!
        ",1.0
951,"
            These came exactly as pictured. They are so cute and I�ve received lots of compliments. Fast delivery!
        ",1.0
952,"
            I love them! 
They are gorgeous!
        ",1.0
953,"
            Beautiful! Lovely earrings and really good communication. I�ll
be back for more soon! Thanks x
        ",1.0
954,"
            Love them! Haven't taken them off yet :)
        ",1.0
955,"
            Very pretty earrings, nicely packaged and as pictured :)
        ",1.0
956,"
            Absolutely loved the packaging these came in, really unique! Earrings are stunning, and super fast delivery will definitely be buying again from seller!
        ",1.0
957,"
            Adorable, received many compliments!  Great purchase
        ",1.0
958,"
            I wore these at my wedding, and they received so many compliments!
        ",1.0
959,"
            These earrings are gorgeous!! I personalized them to have black crystals with the turquoise stones and they turned out beautifully!
        ",1.0
960,"
            Gorgeous earrings that look stunning in person. I like the double backing to help keep the earrings secure.
        ",1.0
961,"
            Love my crystal jacket earrings
        ",1.0
962,"
            Lovely earrings and great communication!
        ",1.0
963,"
            I knew before they arrived that this pair was going to be even prettier than my last order from Diri Jewels.  They put lots of love in the making process and its flawless.

I absolutely love them and can't wait to show it off.  Requesting material upgrade was not a hassle since I love my 18K!  I don't have a picture to post because I'm saving it for my birthday.
        ",1.0
964,"
            I wish I could give 10 stars because my custom made smiley face ring came out beautiful.  I ordered my ring on July 21, 2020 and received it today July 30, 2020.  What an awesome job done I mean the craftsmanship is speechless.  Looking forward to doing business with this company again all the way from California.  Thanks a million Diri Jewels.
        ",1.0
965,"
            Beautiful, just like pictured. Well made and fast delivery. Wanted to stack it and the Design works perfectly with my other ring. I love emeralds and diamonds together!
        ",1.0
966,"
            I am in love with my new ring, it is everything I imagined and then some. Everything was perfect from the moment of purchase to the arrival of the ring.
        ",1.0
967,"
            Gorgeous! She loved them. She went to the restroom at the restaurant to put them in. Great quality! Very sturdy but feminine!
        ",1.0
968,"
            This was my first pair of ear climbers and I love them! I'm in the states so it did take close to a month to arrive, but worth the wait.
        ",1.0
969,"
            I wanted something to cover my stretched earlobe and this earclimber does exactly this. It looks very sweet and feminine
        ",1.0
970,"
            Tr�s jolis grimpeurs d'oreilles, je les aime beaucoup !
        ",1.0
971,"
            I love it. I received the rose gold, water drop pendant necklace a few days ago. Great quality, the shape was the right size (not too big or not too small), and the length of the string is also adjustable (some necklaces are too long for me). I would recommend.
        ",1.0
972,"
            I bought the tiny gold knot earrings and they're so cute! I love them a lot! The shipping was also very fast!
        ",1.0
973,"
            Very cute and everyday wear ring. I love the little pearl! I like how the ring is one size so it can fit any of my fingers. This is a nice present to give to anyone! The design of the package is cute too. My orders came well protected and on time.
        ",1.0
974,"
            I bought the dainty water drop shape necklace and it's so lovely! Received a lot of compliments:)
        ",1.0
975,"
            i�ve just received my order and i got amazed not only with the product, but also with the box. The �sparkling� box included a high quality necklace and a colorful lollipop. All of these were wrapped with love. Great services!
        ",1.0
976,"
            They are beautiful, simple and unique. I absolutely LOVE them!
        ",1.0
977,"
            My daughter loved her gift!
Very stylish!
        ",1.0
978,"
            Absolutely gorgeous. Easy to put in and super shiny.
        ",1.0
979,"
            Super fast shipping and super cute!!!
        ",1.0
980,"
            These bracelets were exactly as pictured, dainty, and super cute!! I purchased them as thank you gifts and they fit all of my friends perfectly (I bought 3) and we all have teeny wrists. The colors were pretty and the bracelet feels sturdy. Shipping and working with the shop owner was easy and the packaging was adorable! Will definitely shop here again!! (I'm repeating my reviews for all 3 bracelets)
        ",1.0
981,"
            As always, beautiful product, fast international shipping. I get most of my earrings from Shlomit Ofir, and I get so many compliments! Love this designer.
        ",1.0
982,"
            Just beautiful. I've had a lot of comments asking where I got them and pointed them in your direction. Thank you! Good quick delivery too. xxx
        ",1.0
983,"
            The earrings are nice but if you have thick lobes like mine it won't look as good as in the pictures.
        ",1.0
984,"
            Thank you!  The earrings are SO beautiful, just like I thought they would be!  And I received them right on time!  I will definitely be a repeat customer!
        ",1.0
985,"
            Belle boucles d'oreilles envois tr�s soign�
        ",1.0
986,"
            Tout est parfait, articles impeccables, merci beaucoup.
        ",1.0
987,"
            Merci beaucoup elles sont superbes! J�ai h�te de les offrir.
Merci !
        ",0.0
988,"
            Je suis ravie de mes achats comme toujours  ! je vous conseille cette vendeuse
        ",1.0
989,"
            Amazing earrings!! Love them ;)
        ",1.0
990,"
            Great! Will buy from shop again.
        ",1.0
991,"
            Beautiful earrings! Great quality! Thanks
        ",1.0
992,"
            Beautiful earrings! Even better than on picture! Thank you
        ",1.0
993,"
            I love this shop! Beautiful jewelry and great customer service.

The seller accidentally sent the wrong pair of earrings but was very quick to resolve. She not only reshipped the correct earrings within hours, but also let me keep the other pair for free! So now I have 2 pairs of beautiful earrings.

I live in the United States, and the earrings only took 2-3 days to arrive from Greece via DHL. This is equal to, or better than, local shipping time. The shipping time likely varies depending on where you live, but I have had positive experiences so far.
        ",1.0
994,"
            excellente qualit�. Envoi rapide. Emballage raffin� et coquet. A conseiller pour cadeau.
        ",1.0
995,"
            Everything is as expected, plus the shipping no was super fast.  Packaging is also wonderful. Looking forward to new jewelry pieces. Definitely one of my new favorite shops :)
        ",1.0
996,"
            Absolutely beautiful! I am more than satisfied with my purchase and the service provided.  Thank you emmanuela!
        ",1.0
997,"
            Lovely item, beAutufully packaged and done with recycled products which I really liked! delivery was fast, not given to recipient yet but I�m sure she will live them.
        ",1.0
998,"
            Lovely little ear climbers, arrived really quickly!
        ",1.0
999,"
            I love these earrings.  Very pretty and stylish.
        ",1.0
1000,"
            They�re incredible quality and absolutely gorgeous. I�ve only had them for a month, and they are by far my most worn earrings. I love them! They don�t start to leave any kind of green marks on my ears like a lot of other silver jewelry- they just look amazing :) They don�t tangle at all, which I expected them to so that was a great surprise. Overall, they�re incredible earrings and I�m so glad I ordered them!
        ",1.0
1001,"
            These are earrings I wear every day, clean once in a while and put back in. They are perfect for me! I have several ear holes and these go in the bottom. It took a long time for them to get to me... but worth the wait! Love them. Exactly as pictured. Great shop!
        ",1.0
1002,"
            J'ai ces boucles en or et en argent et je les adore ! Je les mets avec des perles ou les barres pour des looks diff�rents ?
        ",0.0
1003,"
            Very delicate piece of work. I absolutely love the versatility and design of this earring! And it arrived in less than 10 days. The only thing I don�t love that much is putting it and removing it - as it has three pieces and they are quite small, it can be a blind guess to pick the correct height. But we can�t have everything, right? Otherwise, a perfect choice for a versatile person!
        ",1.0
1004,"
            Toute simple, mais extr�mement jolie, je n'ai plus envie de les enlever
        ",1.0
1005,"
            Beautiful work!!! Beautiful packaging. Really unique and well made. Gorgeous!!! Thank you I will be back for more!
        ",1.0
1006,"
            Top quality silver jewelry for superb prices, excellent service, wonderful seller, thank you! Our daughter loves her earrings :)
        ",1.0
1007,"
            These earrings are so pretty! 
        ",1.0
1008,"
            These are awesome.  Love them.  Thank you
        ",1.0
1009,"
            These earrings are so cute! Exactly as advertised. Fast shipping and the packing was so cute. I also loved the personalized thank you card. Would highly recommend!!! I will 100% would purchase again from this shop.
        ",1.0
1010,"
            They are perfect! I have had several complements seeing as I work in a Veterinary clinic. Thank you for the fast shipping!
        ",1.0
1011,"
            I will be back again to buy more ! Super cute and the card that came with them felt so nice and personal!!!
        ",1.0
1012,"
            Completely obsessed with these earrings. I got a pair for me (just got a black kitten) and a pair for my mother in law who owns a Siamese. The �white� kitty earrings are more Siamese looking to me so they are perfect and I know she will love them. The handwritten card was so cute and thoughtful as well. The baggies the earrings came with are also adorable and make for a great gift. Thank you Kellan & Keira!
        ",1.0
1013,"
            Lovely. Fast shipping. I sure hope the goldtone is resistant and lasts because they sure are pretty. 
Thank you. Michelle
        ",1.0
1014,"
            wow! all I can say is these are wonderfull. I tried them on and my twin sister went screaming to her computer to see what else you guys have. love,love love them
        ",1.0
1015,"
            I have come to admire this very different style of earring.  Quite stunning in person. I purchased to coordinate with the equally gorgeous Sapphire Blue bracelet in this order.  High quality creation.
        ",1.0
1016,"
            Previous ratings were right, even more stunning in person.  Lovely stones, lovely craftsmanship.  
        ",1.0
1017,"
            These are the coolest earrings I have ever owned, in my life. Thank you so much! I really feel I am myself when I have them on. They are very well made, and very delicate. I will cherish them forever with care. 
        ",1.0
1018,"
            These took quite awhile to arrive - 17 days - but they are here now and I love them. For my smaller earlobes they are perfect - stud earrings in only one piece and the curved end doesn't show at all. I'll wear them often. Thank you!
        ",1.0
1019,"
            Nice! I like how I can sleep with it because It doesn't hurt! It's also very minimalistic which I like.. No need for clip ons.
        ",1.0
1020,"
            Super cute!!!  Easy to wear, comfy, as described, fast shipping.  Easy to keep in and layer with dangling earrings.  Trendy!!!  Love!!!  Also, thought the listing was for one but it's a set, bonus surprise.
        ",1.0
1021,"
            I seriously spent hours looking on Etsy for gold and silver earrings that would not hurt my sensitive ears and that wouldn't break my wallet as a college student. I absolutely love these earrings and am so grateful for the quality and price!! THANK YOU!
        ",1.0
1022,"
            I seriously spent hours looking on Etsy for gold and silver earrings that would not hurt my sensitive ears and that wouldn't break my wallet as a college student. I absolutely love these earrings and am so grateful for the quality and price!! THANK YOU!
        ",1.0
1023,"
            I love these earrings! I will say that shipping was exceptionally slow, with no tracking info shared, and the seller could have been more responsive. That said, the product was worth it!!

**EDIT, these have become my favorite jewelry I�ve ever owned and have held up extremely well with being slept in and worn constantly. So worth it!!!
        ",1.0
1024,"
            I am in love with these earrings. They also have an adjustable post (on the dangling piece) to accommodate short or long earlobes - so thoughtful! I also received a small gift in addition to the order. These are handmade pieces, so expect some time for your delivery, but it was worth the wait! <3
        ",1.0
1025,"
            cr�ation originale, livraison soign�e et rapide
        ",1.0
1026,"
            Tr�s jolies BO qui sont en plus discr�tes
        ",1.0
1027,"
            Je n'ai que des compliments lorsque je les porte. Boucles d'oreilles tr�s originales et de bonne qualit�
        ",1.0
1028,"
            I love them so much ! I�ve owned a lot of climber style earrings. Some of the backings are really flimsy or too far apart to be able to squeeze them together to fit your ear. These ones are perfect !!!
        ",1.0
1029,"
            I absolutely love these 
My only critique is that they are very small 
If you can make these in a thicker silver please contact me back
        ",1.0
1030,"
            So cute!  Bought for my cousin who is a nurse. Can't wait for her to get them!
        ",1.0
1031,"
            Absolutely perfect!! I tried to hit 5 stars but I messed it up on accident and Etsy wouldn�t let me redo it hahaha 5 stars!
        ",1.0
1032,"
            Nice! I like how I can sleep with it because It doesn't hurt! It's also very minimalistic which I like.. No need for clip ons.
        ",1.0
1033,"
            Super cute!!!  Easy to wear, comfy, as described, fast shipping.  Easy to keep in and layer with dangling earrings.  Trendy!!!  Love!!!  Also, thought the listing was for one but it's a set, bonus surprise.
        ",1.0
1034,"
            I seriously spent hours looking on Etsy for gold and silver earrings that would not hurt my sensitive ears and that wouldn't break my wallet as a college student. I absolutely love these earrings and am so grateful for the quality and price!! THANK YOU!
        ",1.0
1035,"
            I seriously spent hours looking on Etsy for gold and silver earrings that would not hurt my sensitive ears and that wouldn't break my wallet as a college student. I absolutely love these earrings and am so grateful for the quality and price!! THANK YOU!
        ",1.0
1036,"
            Love. Love. Love. The perfect earrings. Super speedy shipping and I've had LOADS of compliments already! So I've just ordered a few more pairs! <3
        ",1.0
1037,"
            These are great! They are very similar to another pair I ordered from sweetiepips, but I couldn't decide!  I am happy that they were priced affordably... I didn't have to choose, I just bought both!  I love the unique look of the jacket versus the traditional dangle. And the gold and yellow colors of this season are filling my closet!
        ",1.0
1038,"
            The pack they came in was so cute and the earrings themselves are very beautiful. They have a 60's-70's flare to them, love it! Thank you so much !
        ",1.0
1039,"
            Papillons aux couleurs intenses et tr�s joliment faits
        ",1.0
1040,"
            Tr�s beau, tr�s fin et bien pr�sent� dans leur petite boite
        ",1.0
1041,"
            Tr�s jolies boucles d'oreilles, m�me si la poste a l�g�rement �cras� l'enveloppe et la bo�te ! Je recommanderais sans h�siter !!
        ",1.0
1042,"
            Charmantes boucles d'oreilles. Envoi rapide et soign�. Merci !
        ",1.0
1043,"
            This shops delivered to me a lot of wonderful items. Every item is beautiful and made with a lot of love. There is also a wonderful communication with this shop for special instructions.  I think it was not my last order. The items are realy great. Thanks a lot
        ",1.0
1044,"
            These earrings were noticed immediately by my coworkers, they really stand out and I love that, they are so well made, I think its the texture that makes the difference. I will be wearing them a lot, for the extra attention (ha ha) 
        ",1.0
1045,"
            Very nice product and the delivery was fast enough. Thank you!!
        ",1.0
1046,"
            Beautifully designed earrings, as pictured, and quickly delivered.
        ",1.0
1047,"
            I was so afraid to order this pendant because I saw another one of these at another shop that when calculated out was approximately 1/16 (pinhead size).""  I was looking for a small pendant with turquoise but not that small. I found LaineBenthallDesigns and thought I'd give it a try. I received my pendant yesterday and it is SO BEAUTIFUL, JUST THE RIGHT SIZE AND THE COLOR IS ABSOLUTELY STUNNING. It nestles right at the hollow of my neck just above two other necklaces. They don't compete with each other and I've already received complements. Oh, and I forgot to mention the quick delivery. Laine, THANK YOU, so very much for this piece. The only time I will remove it is to clean it!
        ",1.0
1048,"
            USPS is a little bit slow getting it to me, but it showed up today! And it's just what I was hoping for. Fits on my 16"" chain due to generous bale. Love the sweet sparkling topaz.
        ",1.0
1049,"
            I�m love my new earrings!! They are so beautiful and well crafted.
        ",1.0
1050,"
            This is the second pair I�ve purchased. I lost one from the first pair, and I loved them so much, I had to replace them. They�re delicate and beautiful. I love them.
        ",1.0
1051,"
            I bought two faux nose rings and I am IN LOVE with them. Gorgeous products, easy to adjust, and excellent quality. They shipped quickly too!
        ",1.0
1052,"
            I really love this nose ring. I had my last one for over a year and it was time for a change! this is an awesome option for someone who likes to do something a little different from the simple ring. it's really elegant!
        ",1.0
1053,"
            They are so beautiful! Definitely ordering more.
        ",1.0
1054,"
            I�m in love with these little hoops. Haven�t taken them out since I got them!!
        ",1.0
1055,"
            Great earrings!
        ",1.0
1056,"
            bought two pair . One in rose one in silver . Love them
        ",1.0
1057,"
            Love them . Thank you
        ",1.0
1058,"
            Received and LOVE!  Fast shipping  A+  Thanks!
        ",1.0
1059,"
            Love my ear crawlers!  Beautiful craftsmanship!  Shipped fast!  Definitely will buy more sets. Just back from NGO work in Kenya, where sadly I lost my left beautiful climber.  Have just reordered a new leftie.  Can�t stand to be without a complete set!
        ",1.0
1060,"
            I am IN love with this gold crawler. It looks MUCH daintier on a larger ear and head but it's so unique and lovely. The LONG shipping time was worth it. I love this
        ",1.0
1061,"
            These are beautiful!! I�ve received so many wonderful compliments and everyone wants to know where I got them. They�re subtle but striking, really comfortable and came at such a fantastic price. Thank you!
        ",1.0
1062,"
            These ear climbers are simply stunning! They can accessorize both casual and formal outfits, adding an elegant edge. Shipping was very quick (much quicker than I expected). 

I also purchased ear cuffs from this shop. They look delicate, but are well-made and again lend some fun and edge to any outfit.
        ",1.0
1063,"
            I love this simple ear climber. It�s my first and I had no idea if I�d even like them. It�s simple, delicate, and a subtle different and exciting piece of jewelry to switch things up. Also, gold filled is the best option!

And, the small details when I received my package was such a pleasant surprise. This is why I love shopping local!
        ",1.0
1064,"
            Wow, this is my first pair of climbers and I love them!! They are so dainty and beautiful while being ever so slightly edgy. They're also very comfortable - I squeeze them tighter once on and have been able to wear them without the back and even sleep in them. 
I cannot say enough kind things about the seller - it took a few days longer than anticipated seemingly due to customs and in the in-between time when we thought they might have gotten lost in the mail, she generously offered to send me a refund or a new order right away! I couldn't believe how generous she was to do that. Thanks for this beautiful product and incredible customer service!!
        ",1.0
1065,"
            Bonjour, 
Merci pour votre email mais je n'ai pas encore re�u cet article. 
Pourriez-vous faire le n�cessaire?
En vous remerciant par avance, je vous adresse mes meilleurs messages.
Giuliana Toscano
        ",0.0
1066,"
            Looks awesome with my short hair

        ",1.0
1067,"
            I LOVE these earrings. They are even better than I hoped they would be (and I had high hopes). Will definitely shop here again!
        ",1.0
1068,"
            Love love LOVE these earrings. Shipping took a while, but actually arrived before scheduled date, and they were worth the wait. Easy to put on, comfortable, perfect fit. Will definitely be getting more of these!
        ",1.0
1069,"
            All together lovely! They seem even bigger in person, but that's not a bad thing! Also, they came with care instructions as they are sterling and a bottle to keep them in, which was a nice touch.
        ",1.0
1070,"
            I love these earrings! They are beautiful, and detailed. Everything about them is wonderful! From the packaging to how it fits. There is nothing I would change about it!
        ",1.0
1071,"
            Luv all the jewelry. I have purchased  from Vermeil Supplies. Very good quality, all as advertised, very quick to ship!! Will definitely be Check their site first when wanting to buy jewelry
        ",1.0
1072,"
            These came super fast & looked exactly like the picture.  My sister loves arrows & she LOVED the earrings.  They are dainty, unique & look gorgeous on her.  Thanks so much!!
        ",1.0
1073,"
            Super cute!!
        ",1.0
1074,"
            I love these! They are so cute.
        ",1.0
1075,"
            Absolutely amazing! So in love with every single piece I own from Otis Jaxon. Incredible designs, high quality and unique. Thank you.
        ",1.0
1076,"
            Definitely gonna buy more in the future,AWESOME
        ",1.0
1077,"
            Absolutely stunning
        ",1.0
1078,"
            Absolutely stunning
        ",1.0
1079,"
            After searching high and low for this style of ear rings I finally found them . They are absolutely gorgeous understated style . 
        ",1.0
